question_id,answer_id,review_priority,candidate_type,teacher_score,reference_score_key,reference_score,teacher_minus_reference,absolute_difference,candidate_threshold,centered_residual,outlier_threshold,candidate_reasons,question_median_residual,question_systematic_bias,max_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,route,std_dev,extraction_quality,U_E,U_S,U_R,confounds,human_decision,corrected_score,review_note,raw_text,student_image
CO_2,ANS_CO_609,P2,possible_teacher_over_score,20.0,three_way_core_score,12.5,7.5,7.5,5.0,2.8,5.0,absolute_disagreement,4.7,True,20.0,12.5,12.5,12.5,12.5,BND,2.6771,high,0.0,1.0,0.0,unstable_model_judgements,,,,"解（1）中断处理优先级排列顺序：A>D>C>E>B.
各级中断源的中断屏蔽字：
A:11111，B:01000，C:01101，
D:01111，E:01001.
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_609.png
CO_2,ANS_CO_619,P2,possible_teacher_over_score,15.0,three_way_core_score,7.7,7.3,7.3,5.0,2.6,5.0,absolute_disagreement,4.7,True,20.0,7.7,7.7,7.7,7.7,BND,1.6997,low,0.5,1.0,0.633333,extraction_risk|rubric_mapping_risk,,,,"(1) 处理优先级：A＞D＞C＞E＞B
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_619.png
CO_2,ANS_CO_576,P2,possible_teacher_over_score,20.0,three_way_core_score,13.3,6.7,6.7,5.0,2.0,5.0,absolute_disagreement,4.7,True,20.0,17.3,17.3,13.3,13.3,BND,3.7712,high,0.0,1.0,0.133333,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1)由题知，中断所处理优先级排序为
A＞D＞C＞E＞B
中断屏蔽字如表所示
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_576.png
CO_2,ANS_CO_584,P2,possible_teacher_over_score,20.0,three_way_core_score,13.3,6.7,6.7,5.0,2.0,5.0,absolute_disagreement,4.7,True,20.0,13.3,13.3,13.3,13.3,BND,3.6818,high,0.0,1.0,0.3,unstable_model_judgements,,,,"(1)
A>D>C>E>B
A 1 1 1 1
B 0 1 0 0 0
C 0 1 1 0 1
D 0 1 1 1 1
E 0 1 0 0 1
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_584.png
CO_2,ANS_CO_621,P2,possible_teacher_over_score,20.0,three_way_core_score,13.3,6.7,6.7,5.0,2.0,5.0,absolute_disagreement,4.7,True,20.0,17.3,17.3,13.3,13.3,BND,3.7712,high,0.0,1.0,0.166667,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1). A>D＞C＞E>B
A: 11111 
B:  01000
C:  01101
D:  01111
E:  01001
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_621.png
CO_2,ANS_CO_517,P2,possible_teacher_over_score,15.0,three_way_core_score,8.7,6.3,6.3,5.0,1.6,5.0,absolute_disagreement,4.7,True,20.0,12.7,12.7,8.7,8.7,BND,3.7712,high,0.25,1.0,0.475,rubric_mapping_risk|a3wa_changed_score_materially|unstable_model_judgements,,,,"i) 中断处理优先级顺序：A > D > C > E > B
A: A、B、C、D、E
D: B、C、D、E
C: C、B、E
E: B、E
B: B
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_517.jpg
CO_2,ANS_CO_528,P2,possible_teacher_over_score,15.0,three_way_core_score,8.7,6.3,6.3,5.0,1.6,5.0,absolute_disagreement,4.7,True,20.0,4.7,4.7,8.7,8.7,BND,1.8856,high,0.3,1.0,0.433333,rubric_mapping_risk|a3wa_changed_score_materially,,,,"(1)中断处理优先级为A>D>C>E>B.
A级中断源无中断屏蔽字，B级中断源为A、D、C、E，C级中断源为A、D，
D级中断源为A，E级中断源为A、D、C
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_528.jpg
CO_2,ANS_CO_603,P2,possible_teacher_over_score,20.0,three_way_core_score,14.0,6.0,6.0,5.0,1.3,5.0,absolute_disagreement,4.7,True,20.0,18.0,18.0,14.0,14.0,BND,2.8284,high,0.0,1.0,0.133333,a3wa_changed_score_materially|unstable_model_judgements,,,,"解:(1)中断处理优先级
A>D>C>E>B
A 1 1 1 1 1
B 0 1 0 0 0
C 0 1 1 0 1
D 0 1 1 1 1
E 0 1 0 0 1
A的中断屏蔽字: 1 1 1 1 1
B: 0 1 0 0 0
C: 0 1 1 0 1
D: 0 1 1 1 1
E: 0 1 0 0 1
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_603.png
CO_2,ANS_CO_556,P2,possible_teacher_over_score,19.0,three_way_core_score,13.3,5.7,5.7,5.0,1.0,5.0,absolute_disagreement,4.7,True,20.0,17.3,17.3,13.3,13.3,BND,3.7712,high,0.0,1.0,0.133333,a3wa_changed_score_materially|unstable_model_judgements,,,,"解:11) A>D>C>E>B
A:11111  C:01101  E:01001
B:01000  D:01111
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_556.jpg
CO_2,ANS_CO_597,P2,possible_teacher_over_score,18.0,three_way_core_score,12.3,5.7,5.7,5.0,1.0,5.0,absolute_disagreement,4.7,True,20.0,8.3,8.3,12.3,12.3,BND,3.0912,high,0.0,1.0,0.266667,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1)中断处理优先级顺序为A.D.C.E.B. 各屏蔽字：A=1111 .B=1001. C=1100.D=1110.E=1010
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_597.png
CO_2,ANS_CO_633,P2,possible_teacher_over_score,18.0,three_way_core_score,12.3,5.7,5.7,5.0,1.0,5.0,absolute_disagreement,4.7,True,20.0,12.3,12.3,12.3,12.3,BND,4.0277,high,0.0,1.0,0.433333,rubric_mapping_risk|unstable_model_judgements,,,,"由题意可知 中断优先级为 B->E->C->D->A 中断屏蔽字如下表 
A B C D E 
A 1 1 1 1 1 
B 0 1 0 0 0 
C 0 1 1 0 1 
D 0 1 1 1 1 
E 0 1 0 0 1
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_633.png
CO_2,ANS_CO_547,P2,possible_teacher_over_score,18.0,three_way_core_score,12.7,5.3,5.3,5.0,0.6,5.0,absolute_disagreement,4.7,True,20.0,12.7,12.7,12.7,12.7,BND,7.7172,high,0.0,1.0,0.433333,rubric_mapping_risk|unstable_model_judgements,,,,"(1)∴A>D>C>E>B.
中断屏蔽字如图所示
(2)响应优先级A>B>C>D>E
如图所示",data/csbench/student_images/CO_2/ANS_CO_547.jpg
CO_2,ANS_CO_628,P2,possible_teacher_under_score,12.0,three_way_core_score,17.3,-5.3,5.3,5.0,-10.0,5.0,absolute_disagreement|within_question_outlier,4.7,True,20.0,17.3,17.3,17.3,17.3,BND,3.7712,high,0.25,1.0,0.383333,unstable_model_judgements,,,,"A>D>C>E>B
A:BCDE ,B:无.
C:BE ,D:BCDE
E:B
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_628.png
CO_2,ANS_CO_623,P2,possible_teacher_over_score,15.0,three_way_core_score,9.8,5.2,5.2,5.0,0.5,5.0,absolute_disagreement,4.7,True,20.0,9.8,9.8,9.8,9.8,BND,4.3653,high,0.3,1.0,0.575,rubric_mapping_risk|unstable_model_judgements,,,,"顺序ADCEB，A中断屏蔽字为B、C、D、E，B无中断屏蔽字，C中断屏蔽字为B、E，D中断屏蔽字为B、C、E，E中断屏蔽字为B。
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_623.png
CO_2,ANS_CO_571,P2,possible_teacher_over_score,15.0,three_way_core_score,10.0,5.0,5.0,5.0,0.3,5.0,absolute_disagreement,4.7,True,20.0,10.0,10.0,10.0,10.0,BND,1.633,high,0.25,1.0,0.483333,rubric_mapping_risk,,,,"(1) A > D > C > E > B
A:A,B,C,D,E
B:B
C:B,C,E
D:B,C,D,E
E:B,E
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_571.jpg
CO_2,ANS_CO_595,P2,possible_teacher_over_score,20.0,three_way_core_score,15.0,5.0,5.0,5.0,0.3,5.0,absolute_disagreement,4.7,True,20.0,17.0,17.0,15.0,15.0,BND,2.1602,high,0.0,1.0,0.166667,unstable_model_judgements,,,,"（1）A>D>C>E>B
A: 1 1 1 1 1
B: 0 0 0 0 1
C: 0 1 1 0 1
D: 0 1 1 1 1
E: 0 1 0 0 1
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_595.png
CO_2,ANS_CO_601,P2,possible_teacher_over_score,12.0,three_way_core_score,7.0,5.0,5.0,5.0,0.3,5.0,absolute_disagreement,4.7,True,20.0,7.0,7.0,7.0,7.0,BND,2.4495,high,0.25,1.0,0.45,rubric_mapping_risk|unstable_model_judgements,,,,"(1) 中断处理优先级：A>D>C>E>B.
A:无. B: A,C,D,E.
C: A,D. D: A. E: A,C,D.
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_601.png
CO_2,ANS_CO_578,P2,possible_teacher_under_score,15.0,three_way_core_score,18.7,-3.7,3.7,5.0,-8.4,5.0,within_question_outlier,4.7,True,20.0,18.7,18.7,18.7,18.7,BND,1.8856,high,0.25,1.0,0.383333,,,,,"(1)解释：A＞D＞C＞E＞B
A的中断层数字：DCEB
B的中断层数字：无
C的中断层数字：EB
D的中断层数字：CEB
E的中断层数字：B
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_578.png
CO_2,ANS_CO_579,P2,possible_teacher_under_score,18.0,three_way_core_score,20.0,-2.0,2.0,5.0,-6.7,5.0,within_question_outlier,4.7,True,20.0,20.0,20.0,20.0,20.0,POS,0.0,high,0.0,0.0,0.0,,,,,"中断屏蔽字
中断源 A B C D E
A 1 1 1 1 1
B 0 1 0 0 0
C 0 1 1 0 1
D 0 1 1 1 1
E 0 1 0 0 1
由表可知，中断处理优先级为 A>D>C>E>B
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_579.png
CO_2,ANS_CO_614,P2,possible_teacher_under_score,18.0,three_way_core_score,20.0,-2.0,2.0,5.0,-6.7,5.0,within_question_outlier,4.7,True,20.0,20.0,20.0,20.0,20.0,BND,0.0,high,0.25,0.0,0.25,,,,,"1()A>D>C>E>B
判断屏蔽字如下：
A:ABCDE
B:B
C:BCE
D:BCDE
E:EB
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_614.png
CO_2,ANS_CO_577,P2,possible_teacher_under_score,15.0,three_way_core_score,16.0,-1.0,1.0,5.0,-5.7,5.0,within_question_outlier,4.7,True,20.0,16.0,16.0,16.0,16.0,BND,3.266,high,0.25,1.0,0.45,rubric_mapping_risk|unstable_model_judgements,,,,"(1) A > D > C > E > B
A屏蔽字: B C D E
B无屏蔽字
C屏蔽字: B. E
D屏蔽字: B. C,E
E屏蔽字: B.
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_577.png
CO_2,ANS_CO_592,P2,possible_teacher_under_score,18.0,three_way_core_score,18.7,-0.7,0.7,5.0,-5.4,5.0,within_question_outlier,4.7,True,20.0,18.7,18.7,18.7,18.7,BND,1.8856,high,0.2,1.0,0.333333,,,,,"(1) A→D→C→E→B
如表所示
 屏蔽字：
A:A B C D E 
B: B 
C: B C E 
D: B C D E
 E: B E
(2)如图所示
",data/csbench/student_images/CO_2/ANS_CO_592.png
CO_2,ANS_CO_622,P2,possible_teacher_under_score,18.0,three_way_core_score,18.7,-0.7,0.7,5.0,-5.4,5.0,within_question_outlier,4.7,True,20.0,18.7,18.7,18.7,18.7,BND,1.8856,high,0.0,1.0,0.133333,,,,,"(1) A > D > C > E > B
A: 11111
B: 01000
C: 01101
D: 01111
E: 01001
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_622.png
CO_2,ANS_CO_642,P2,possible_teacher_under_score,15.0,three_way_core_score,15.3,-0.3,0.3,5.0,-5.0,5.0,within_question_outlier,4.7,True,20.0,15.3,15.3,15.3,15.3,BND,2.357,high,0.25,1.0,0.433333,rubric_mapping_risk|unstable_model_judgements,,,,"(1)排序顺序：A、D、C、E、B
A屏蔽：B,C,E,D
B不屏蔽
C屏蔽：B,E
D屏蔽：BC,E
E屏蔽：B
(2)如图所示",data/csbench/student_images/CO_2/ANS_CO_642.png
CO_3,ANS_CO_144,P1,possible_teacher_over_score,8.0,three_way_core_score,2.2,5.8,5.8,2.5,4.3,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,2.2,2.2,2.2,2.2,POS,0.4714,high,0.0,0.5,0.0,,,,,"(x)补=00110110
(y)补=01010100
[z]补=11010101
10101000
-00110110
01110010
(x)真=0110110
(y)真=1010100
∴[x-2y]真=11110010 
∴(x-2y)补=10001100=8C溢出
2y=10101000
同理可得。
(x÷4)+2z=11001001
∴((x÷4)+2z)补=10110111
x-2y=-(2y-x) 不溢出",data/csbench/student_images/CO_3/ANS_CO_144.jpg
CO_3,ANS_CO_244,P1,possible_teacher_over_score,10.0,three_way_core_score,4.7,5.3,5.3,2.5,3.8,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,4.7,4.7,4.7,4.7,POS,0.4714,high,0.0,0.5,0.0,,,,,"① x-2y ：
[x]补 = 36H = 0011 0110 = [x]原
y]补 = $4H = 0101 0100 = [-y]原
[-y]原 = 11010100
[-y]补 = 10101100 用双符号位参与运算判溢
[x-2y]补 = [x]补 + [-y]补 + [-y]补.
= 00011010 + 110101100 + 110101100
= 110001110
OF=0未溢出.
且(1000 1110)₂ = 8E H.
即 [x-2y]补 = 8EH
且OF=0.

② (x+4)+2.
[x]补 = D5H = 11010101
[x]原 = 00110110 = (54)D. x+4 = 13.
[x+4]补 = 00001101
用双符号位参与运算判溢.
[x+4]补 + [2]补 + [2]补.
= 00000101 + 111010101 + 11101010)
= 11010111
OF=0未溢出.
且(10110111)₂ = B7 H
即 [(x+4)+2]补 = B7H
且OF=0.",data/csbench/student_images/CO_3/ANS_CO_244.png
CO_3,ANS_CO_180,P1,possible_teacher_over_score,7.0,three_way_core_score,3.0,4.0,4.0,2.5,2.5,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,3.0,3.0,3.0,3.0,POS,0.0,high,0.0,0.0,0.0,,,,,"解：36H=00110110 .y:54H=010101w ,z:DSH=11/0101 .
[-y]补=10101100  [x]补+[-y]补=11100010
36H=(54)10,
x-2y=[x-y]补+[y]补
=10001110,未发生溢出,OF=0
54÷8=13 : (0001001)2, 补码原码相同
(x÷4)÷2z= 00010011 + 11010101 + 11010101
=10111101 , 未发生溢出, OF=0",data/csbench/student_images/CO_3/ANS_CO_180.jpg
CO_3,ANS_CO_163,P1,possible_teacher_over_score,8.0,three_way_core_score,4.2,3.8,3.8,2.5,2.3,2.5,absolute_disagreement,1.5,True,10.0,3.2,3.2,4.2,4.2,BND,0.6236,high,0.0,0.75,0.0,,,,,"x:36H→00110110
y:54H→10011000
z:85H→11011001
x-2y = 00110110 +
      01101000 + 0110 1000
= 00000110 = 06H
OF位:1 溢出
(x÷4)+2z 中的补码00001000
x原码：00110110=54
z原码：10100111=-39
(x÷4)+2z = (54÷4) + 2×(-39)
= 13 -78 
= -65
= 11000001 = C1H
OF位:0 未溢出",data/csbench/student_images/CO_3/ANS_CO_163.jpg
CO_3,ANS_CO_220,P1,possible_teacher_over_score,7.0,three_way_core_score,3.2,3.8,3.8,2.5,2.3,2.5,absolute_disagreement,1.5,True,10.0,4.2,4.2,3.2,3.2,BND,0.6236,high,0.0,0.75,0.0,,,,,"解①求x - y：
转为二进制：[x]补 = 00110110 [Y]补 = 0101 0100
[x - 2Y]原 = [x - 2Y]补 = [x]补 + [-2Y]补 [ -2Y]补 = 1010 1000
即[x - 2Y]补 = 00110110 + 10101000 = (1110 1110)₂ = DE H 未溢出
②求(x÷4) + 2z.
X÷4 即 01001010÷0100 且向0取整得 00010010
故 [x÷4]补 = 0 110 1101
[x÷4) + 2z]补 = [x÷4]补 + [2Z]补 = 6EH + AAH = BCH 未溢出",data/csbench/student_images/CO_3/ANS_CO_220.png
CO_3,ANS_CO_170,P1,possible_teacher_over_score,7.0,three_way_core_score,3.3,3.7,3.7,2.5,2.2,2.5,absolute_disagreement,1.5,True,10.0,3.3,3.3,3.3,3.3,BND,0.9428,high,0.0,1.0,0.0,,,,,"[x]补=00110110 [y]补=01010100 [z]补=11010101
2y=0010×01010100=010101000
[x-2y]补=[x]补+[2y]补=00110110+110101000=111011110= FDEH
C=Cf=0 无溢出
x÷4 = x / 0100 = x·0.01  x⊕0=0 商的符号为0
加法如图所示
故x÷4 高：00001101 余数10
(x÷4)+2z
= 001101.10 + 2z
2z=0010×11010100
=[1010110]原=[10101010]补
(x÷4)+2z
=[11001000.10]原
=11001000.10
=[0111000.10]补
=B8 8H
无溢出",data/csbench/student_images/CO_3/ANS_CO_170.jpg
CO_3,ANS_CO_236,P1,possible_teacher_over_score,8.0,three_way_core_score,4.3,3.7,3.7,2.5,2.2,2.5,absolute_disagreement,1.5,True,10.0,4.3,4.3,4.3,4.3,POS,0.4714,high,0.0,0.5,0.0,,,,,"
[2y]补=A8H [-2y]补=58H [2Z]补=AAH
[x-2y]补:[x]补+[-2y]补 = 8EH  (x÷4)补=D8H
((X÷4)+2Z)补=(X÷4)补+(2Z)补. = B78H 

x-2y结果不会发生溢出
(X÷4)+2Z结果会发生溢出",data/csbench/student_images/CO_3/ANS_CO_236.png
CO_3,ANS_CO_141,P1,possible_teacher_over_score,8.0,three_way_core_score,4.7,3.3,3.3,2.5,1.8,2.5,absolute_disagreement,1.5,True,10.0,4.7,4.7,4.7,4.7,BND,0.9428,high,0.0,1.0,0.166667,,,,,"36H = 00110110 B
54H= 01010100 B
X-2y=8EH.
y真值=84.
2y=168. 溢出.
OF=1
( x÷4 )+2 Z
= C3H.
x÷4无溢出.
22无溢出
x÷4+2 Z无溢出
OF=0",data/csbench/student_images/CO_3/ANS_CO_141.jpg
CO_3,ANS_CO_189,P1,possible_teacher_over_score,9.0,three_way_core_score,5.7,3.3,3.3,2.5,1.8,2.5,absolute_disagreement,1.5,True,10.0,5.7,5.7,5.7,5.7,BND,0.9428,high,0.0,1.0,0.0,,,,,"采用双符号位溢出
[x-2y]补=[x]补+[-2y]补，将y左移1位得[-2y]补=10.1011000（双符号）
采用双符号位，[x]补= 00.011 0110
[-2y]补= 10.101 1000
[x]补+[-2y]补=11.0001110=8EH其双符号位一致，不溢出
∴[x-2y]补=8EH，OF=0
(x÷4)+22，x先右移2位，只高位补符号位
得[x/4]补=(0000,1101)₂ [z]补=11,101 0101(双符号位)
将z左移一位， [2z]补=11,0101010(双符号位)
∴有[x/4]补+[2z]补= 00,0001101 + 11,0101010
= 11,0110111 双符号位一致，结果溢出
∴结果为B7H，OF=P
a 综上所述：[x-2y]补=8EH，OF=0 (x÷4)+22=B7H，OF=0",data/csbench/student_images/CO_3/ANS_CO_189.jpg
CO_3,ANS_CO_140,P1,possible_teacher_over_score,6.0,three_way_core_score,2.8,3.2,3.2,2.5,1.7,2.5,absolute_disagreement,1.5,True,10.0,2.8,2.8,2.8,2.8,BND,0.8498,high,0.0,1.0,0.166667,,,,,"解：[X补]=36H=00110110
[Y补]=54H=01010100
[Z补]=D5H=11010101
X-2y=00110110
  -01010100
  -01010100
1000110 无溢出
(X÷4)+2Z
100/00110110,得
(X÷4)=00001101.1
(X÷4)+2Z= 00001101.1
  +1101010
  +1101010
10110111.1",data/csbench/student_images/CO_3/ANS_CO_140.jpg
CO_3,ANS_CO_185,P1,possible_teacher_over_score,7.0,three_way_core_score,3.8,3.2,3.2,2.5,1.7,2.5,absolute_disagreement,1.5,True,10.0,3.8,3.8,3.8,3.8,BND,0.6236,high,0.0,0.75,0.166667,,,,,"解:X=36H=00110110
y=54H=01010100
z=D5H=11010101
X-2y=X补+2[-y]补
y补=10101100
则X-2y:
00110110
+11011000
100001110
符号位溢出,则结果溢出
正确结果(00001110)补=1110010=F2H
x=4=9H=00001001
2z=110101010(最高位是符号位)
(X÷Y)+2Z
0000 1001
+1101 0101
1101 1110
+1101 0101
110110011
则(0001 1011 0011)补=111001001101
对应十进制:D4C H",data/csbench/student_images/CO_3/ANS_CO_185.jpg
CO_3,ANS_CO_255,P1,possible_teacher_over_score,9.0,three_way_core_score,6.2,2.8,2.8,2.5,1.3,2.5,absolute_disagreement,1.5,True,10.0,6.2,6.2,6.2,6.2,BND,0.8498,high,0.0,1.0,0.0,,,,,"[-y]补=10101100.
加法如图所示
∴X-2y的补码结果为8EH,
结果未发生溢出.
[4]补=0100 [-4]补=1100
加法如图所示
(x÷4)+2乙的补码结果为
B7,结果未发生溢出.",data/csbench/student_images/CO_3/ANS_CO_255.png
CO_3,ANS_CO_177,P1,possible_teacher_over_score,7.0,three_way_core_score,4.5,2.5,2.5,2.5,1.0,2.5,absolute_disagreement,1.5,True,10.0,4.5,4.5,4.5,4.5,POS,0.4082,high,0.0,0.5,0.0,,,,,"8位补码整数 1位符号 7位数值
[x补]=36H=00110110H 为正数 [x原]=00110110H
[y补]=54H=01010100H 正数 [y原]=01010100H
[z补]=D5H=11010101H 负数 [z原]=10100111H

①x-2y:
[2y]补=10101000H 溢出，采用双符号位 [-2y]补=01010100H
[x-2y]补=[x]补+[-2y]补=00110110+01010100H=110001110H,
11表示结果为负数且没有溢出 OF为0. 补码结果为-72H

②(x÷4)+2^z
(4)_b=(0100)_2^1
*[4]补=0100
[-4]补=1100
(x÷4)=8*(13)10
=(1101)2
计算如题所示
余数是10 OF为0,未溢出",data/csbench/student_images/CO_3/ANS_CO_177.jpg
CO_3,ANS_CO_199,P2,possible_teacher_over_score,8.0,three_way_core_score,1.3,6.7,6.7,2.5,5.2,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,3.3,3.3,1.3,1.3,BND,2.357,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"x = [0011 0110]补
Y = [0101 0100]补
Z = [1101 0101]补

x - 2y
= x补 + [-2y]补
= [0011 0110]补 + [1101 1000]补
= [0000 1110]补
= 0EH
结果发生溢出,OF=1

(x÷4) + 22
= [x÷4]补 + [22]补
= [0000 1101]补 + [1010 1010]补
= [1011 0111]补
= B7H
结果发生溢出,OF=1",data/csbench/student_images/CO_3/ANS_CO_199.png
CO_3,ANS_CO_224,P2,possible_teacher_over_score,8.0,three_way_core_score,1.8,6.2,6.2,2.5,4.7,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,2.3,2.3,1.8,1.8,BND,1.8409,high,0.0,1.0,0.333333,unstable_model_judgements,,,,"(36H)16 = (00110110)2
(54H)16 = (01010100)2,
(D5H)16 = (11010101)2
∵ x,y 为正 ∴ x补=x原, y补=y原
∴ z为负 ∴ [z]原 = (1010 1011)2

 (X-2y) 00100110 - 2×01010100 = 00100110 -010101000
= (11000010)原 = (1011 1110)补 = (BE)16
此时发生了溢出, OF=1

(X-4)+2z = (11001101 )原 = (1011 0011)补
= ( B3)16
此时未发生溢出, OF=0",data/csbench/student_images/CO_3/ANS_CO_224.png
CO_3,ANS_CO_249,P2,possible_teacher_over_score,8.0,three_way_core_score,1.8,6.2,6.2,2.5,4.7,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,3.8,3.8,1.8,1.8,BND,0.8498,high,0.0,1.0,0.0,a3wa_changed_score_materially,,,,"X补= 36 H =  0011 0110 = X原
Y补= 54 H =  0101 0110 = Y原 (-Y)补= 1010 1010
Z补= D5 H =  1101 0101  Z原= 0010 1011
X-2Y补= X补 + 2 (-Y)补= 1000 1010   OF= 1
(X÷4)+2Z = 0000 1101 + 2Z  +4  OF= 0
= 01100011",data/csbench/student_images/CO_3/ANS_CO_249.png
CO_3,ANS_CO_193,P2,possible_teacher_over_score,6.0,three_way_core_score,0.0,6.0,6.0,2.5,4.5,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,2.0,2.0,0.0,0.0,BND,1.4142,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"x - 2y.
36H = 00110110
54H = 01010100
0010110
- 01010100  
- 01010100
= 01010010 
= 51H
OF = 0
(X÷4) + 2Z.
D5H = 10010101
X÷4 = 00001101.1
(X÷4) + 2Z  
= 00110111.1  : 37.8H
OF = 1",data/csbench/student_images/CO_3/ANS_CO_193.jpg
CO_3,ANS_CO_225,P2,possible_teacher_over_score,6.0,three_way_core_score,1.2,4.8,4.8,2.5,3.3,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,3.2,3.2,1.2,1.2,BND,1.1785,high,0.0,1.0,0.166667,a3wa_changed_score_materially|unstable_model_judgements,,,,"解：36H=0010 0110
54H=0101 0100
D5H=1110 0101
∴X=0010 0110
Y=01010100
Z=1110 0101
X-2Y
=X+[-2Y]
= 0010110+ 00101000
= 01011110

(X+4)+2Z
=00001110+ 11001010
=11011000
=C8lH
结果没发生溢出",data/csbench/student_images/CO_3/ANS_CO_225.png
CO_3,ANS_CO_231,P2,possible_teacher_over_score,9.0,three_way_core_score,4.2,4.8,4.8,2.5,3.3,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,4.2,4.2,4.2,4.2,BND,1.4337,high,0.0,1.0,0.166667,unstable_model_judgements,,,,"(1) x - 2y
y: 01010100
2y = 10101000
-2y =  01010100
x -2y = 00110110 + 0101100
=10001110
= 08EH
OF = 1，发生溢出
(2) (x÷4) + 2z
x = 00101000
x÷4 = 00001010
z = 11010101
2z = 10101010
(x÷4) + 2z = 00001010 + 10101010
= 10110100
= B4H
OF = 0，未发生溢出",data/csbench/student_images/CO_3/ANS_CO_231.png
CO_3,ANS_CO_238,P2,possible_teacher_over_score,8.0,three_way_core_score,3.2,4.8,4.8,2.5,3.3,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,5.2,5.2,3.2,3.2,BND,0.6236,high,0.0,0.75,0.0,a3wa_changed_score_materially,,,,"[X]补码=(00110110)₂ [Z]补码=(11010101)₂
[Y]补码=(01010100)₂ [-X]补码=(11001010)₂
[-Y]补码=(10101100)₂ [2Z]=
[-2Y]补码=(11011000)₂
∵[X-2Y]补=[X]补+[-2Y]补=[00001110]补码 OF=1
发生溢出₁ = [0F]₁₆补码
(X÷4)+2Z=[10110111] 0F=1 发生溢出
=[B7]补₁₆",data/csbench/student_images/CO_3/ANS_CO_238.png
CO_3,ANS_CO_201,P2,possible_teacher_over_score,8.0,three_way_core_score,3.8,4.2,4.2,2.5,2.7,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,5.8,5.8,3.8,3.8,BND,2.0138,high,0.0,1.0,0.166667,a3wa_changed_score_materially|unstable_model_judgements,,,,"解：[X]补=00110110，[Y]补=01010100，[Z]补=11010101
[X]原=00110110 [Y]原=01010100 [Z]原=10101011
X=+54        Y=+84        Z=-43
2Y=168；大于127，溢出，溢出后2Y=41，X-2Y=0DH
由于8位二进制补码所表示数的范围为-128~127，计算2Y时溢出，OF=1
[X÷4]补=00001101=0DH，即X÷4值为+13.
(X÷4)+2Z=13+2×(-43)=-73，补码表示为D1H，没有溢出 OF=0.
综上：X-2Y，补码结果(十六进制)为0DH，OF=1
(X÷4)+2Z补码结果(十六进制)为D1H，OF=0.",data/csbench/student_images/CO_3/ANS_CO_201.png
CO_3,ANS_CO_145,P2,possible_teacher_over_score,6.0,three_way_core_score,2.0,4.0,4.0,2.5,2.5,2.5,absolute_disagreement|within_question_outlier,1.5,True,10.0,3.5,3.5,2.0,2.0,BND,1.0801,high,0.0,1.0,0.166667,a3wa_changed_score_materially|unstable_model_judgements,,,,"x-2y = x + 2·(-y) x补=00110110
x补=54H -y补=10101100
y原=54H
=01010100
00110110 y补.
+10101100 [y]补.
------------
111100010
+10101100 [-y补]
------------
10001110 
0F=1 溢出
如图所示表示除法
x÷4 = x补÷4补.

z = D5H 2z = z补+z补
    D5H
+ D5H
------
1AAH 溢出.
综上得
(x÷4)H2z =
溢出",data/csbench/student_images/CO_3/ANS_CO_145.jpg
