question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action
Q3,E12314045,10.0,9.0,9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12314049,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314057,7.0,3.0,3.3,3.3,3.3,-4.0,-3.7,-3.7,-3.7,3.7,3.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_lower
Q3,E12314053,9.0,5.0,4.3,4.3,4.3,-4.0,-4.7,-4.7,-4.7,4.7,4.7,-0.7,0.0,0.0,0.0,-0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
Q3,E12314061,9.0,6.0,6.5,6.5,6.5,-3.0,-2.5,-2.5,-2.5,2.5,2.5,0.5,0.0,0.0,0.0,0.5,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4082,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
Q3,E12314065,7.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
Q3,E12314073,6.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314069,3.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12314077,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.5,0.4,0.0,0.4,0.266667,0.733333,auto_small_raise
Q3,E12314081,7.0,4.0,4.0,4.0,4.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314085,8.0,6.0,6.0,6.0,6.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314089,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314097,7.0,4.0,4.0,4.0,4.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314093,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314101,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.6,0.0,0.6,0.4,0.6,keep_minor_change
Q3,E12314105,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314109,6.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.17,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314113,6.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314121,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314117,7.0,4.0,4.0,4.0,4.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314125,7.0,2.0,2.0,2.0,2.0,-5.0,-5.0,-5.0,-5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314129,5.0,2.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314137,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314133,7.0,4.0,3.8,3.8,3.8,-3.0,-3.2,-3.2,-3.2,3.2,3.2,-0.2,0.0,0.0,0.0,-0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2828,0.33,0.2,0.3,0.2,0.233333,0.766667,reject_raise
Q3,E12314145,7.0,2.0,2.0,2.0,2.0,-5.0,-5.0,-5.0,-5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314141,8.0,5.0,5.0,5.0,5.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
Q3,E12314149,8.0,9.0,9.0,9.0,7.5,1.0,1.0,1.0,-0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,auto_small_lower
Q3,E12314153,8.0,4.0,4.8,4.8,4.8,-4.0,-3.2,-3.2,-3.2,3.2,3.2,0.8,0.0,0.0,0.0,0.8,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.5888,0.33,0.2,0.7,0.2,0.366667,0.633333,reject_raise
Q3,E12314157,7.0,4.0,4.0,4.0,4.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314165,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.17,0.1,0.0,0.1,0.066667,0.933333,auto_small_raise
Q3,E12314161,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12314169,10.0,8.0,8.0,8.0,8.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314173,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314177,7.0,4.0,4.0,4.0,4.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,keep_minor_change
Q3,E12314181,6.0,2.0,2.0,2.0,2.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.6,0.0,0.6,0.4,0.6,keep_minor_change
Q3,E12314189,10.0,8.0,8.0,8.0,8.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314185,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314201,9.0,6.0,6.0,6.0,6.7,-3.0,-3.0,-3.0,-2.3,3.0,2.3,0.0,0.0,0.7,0.7,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,auto_small_raise
Q3,E12314193,8.0,2.0,2.0,2.0,2.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.17,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314209,8.0,4.0,4.3,4.3,4.3,-4.0,-3.7,-3.7,-3.7,3.7,3.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
Q3,E12314205,8.0,7.0,7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q3,E12314213,6.0,1.4,1.4,1.4,1.4,-4.6,-4.6,-4.6,-4.6,4.6,4.6,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,E12314217,10.0,8.2,9.2,9.2,9.2,-1.8,-0.8,-0.8,-0.8,0.8,0.8,1.0,0.0,0.0,0.0,1.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7483,0.0,0.0,0.9,0.0,0.3,0.7,reject_raise
Q3,E12314221,7.0,2.0,2.0,2.0,2.0,-5.0,-5.0,-5.0,-5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q3,WA2324049,10.0,8.0,8.0,8.0,8.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q4,E01914290,4.0,2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.8,0.5,0.5,keep_minor_change
Q4,E02014181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
Q4,E01914115,6.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.22,0.2,0.0,0.2,0.133333,0.866667,keep_minor_change
Q4,E12214006,14.0,10.0,10.7,10.7,10.7,-4.0,-3.3,-3.3,-3.3,3.3,3.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.22,0.3,0.25,0.3,0.283333,0.716667,keep_minor_change
Q4,E12214023,13.0,13.0,13.5,13.5,12.5,0.0,0.5,0.5,-0.5,0.5,0.5,-0.5,0.0,0.0,0.0,-0.5,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7318,0.11,0.1,0.4,0.1,0.2,0.8,auto_small_lower
Q4,E12214075,17.0,11.5,11.0,11.0,11.0,-5.5,-6.0,-6.0,-6.0,6.0,6.0,-0.5,0.0,0.0,0.0,-0.5,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.0,0.0,0.375,0.0,0.125,0.875,reject_raise
Q4,E12214098,10.0,8.0,8.3,8.3,8.3,-2.0,-1.7,-1.7,-1.7,1.7,1.7,0.3,0.0,0.0,0.0,0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.44,0.5,0.25,0.5,0.416667,0.583333,reject_lower
Q4,E12214062,12.0,11.0,11.0,11.0,11.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8165,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
Q4,E12214107,15.0,19.0,17.7,17.7,17.7,4.0,2.7,2.7,2.7,2.7,2.7,1.3,0.0,0.0,0.0,1.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_lower
Q4,E12214171,15.0,14.8,14.9,15.4,15.4,-0.2,-0.1,0.4,0.4,0.4,0.4,0.1,-0.3,0.0,-0.3,-0.2,BND,False,False,False,calculation_derivation,True,True,upper_consensus_strict,guarded_max_of_three,0.3742,0.0,0.0,0.225,0.0,0.075,0.925,reject_lower
Q4,E12314005,13.0,11.5,11.7,11.7,11.7,-1.5,-1.3,-1.3,-1.3,1.3,1.3,0.2,0.0,0.0,0.0,0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.125,0.0,0.041667,0.958333,keep_minor_change
Q4,E12314013,6.0,10.0,10.2,10.2,10.2,4.0,4.2,4.2,4.2,4.2,4.2,-0.2,0.0,0.0,0.0,-0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.11,0.1,0.125,0.1,0.108333,0.891667,keep_minor_change
Q4,E12314021,17.0,12.0,13.7,13.7,13.7,-5.0,-3.3,-3.3,-3.3,3.3,3.3,1.7,0.0,0.0,0.0,1.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.2472,0.11,0.1,0.75,0.1,0.316667,0.683333,keep_minor_change
Q4,E12314025,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q4,E12314029,20.0,15.0,16.3,16.3,16.3,-5.0,-3.7,-3.7,-3.7,3.7,3.7,1.3,0.0,0.0,0.0,1.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.2472,0.0,0.0,0.75,0.0,0.25,0.75,reject_lower
Q4,E12314033,20.0,18.0,19.3,19.3,16.3,-2.0,-0.7,-0.7,-3.7,0.7,3.7,1.3,0.0,-3.0,-3.0,-1.7,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,auto_small_lower
Q4,E12314041,8.0,16.0,15.0,15.0,15.0,8.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.0801,0.0,0.0,0.625,0.0,0.208333,0.791667,reject_raise
Q4,E12314053,20.0,18.0,16.7,16.7,16.7,-2.0,-3.3,-3.3,-3.3,3.3,3.3,-1.3,0.0,0.0,0.0,-1.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_lower
Q4,E12314049,15.0,14.0,14.3,14.3,14.3,-1.0,-0.7,-0.7,-0.7,0.7,0.7,0.3,0.0,0.0,0.0,0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change
Q4,E12314057,14.0,13.0,12.7,12.7,12.7,-1.0,-1.3,-1.3,-1.3,1.3,1.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.11,0.1,0.25,0.1,0.15,0.85,keep_minor_change
Q4,E12314061,17.0,15.0,12.5,12.5,12.5,-2.0,-4.5,-4.5,-4.5,4.5,4.5,-2.5,0.0,0.0,0.0,-2.5,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,2.5,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise
Q4,E12314081,17.0,8.0,9.0,9.0,9.0,-9.0,-8.0,-8.0,-8.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8165,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_raise
Q4,E12314085,11.0,10.0,10.5,10.5,10.5,-1.0,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.11,0.1,0.375,0.1,0.191667,0.808333,reject_raise
Q4,E12314089,11.0,9.0,9.5,9.5,10.9,-2.0,-1.5,-1.5,-0.1,1.5,0.1,0.5,0.0,1.4,1.4,1.9,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4082,0.22,0.2,0.25,0.2,0.216667,0.783333,auto_small_raise
Q4,E12314097,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.78,0.8,0.0,0.8,0.533333,0.466667,keep_minor_change
Q4,E12314125,14.0,10.0,10.0,10.0,10.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q4,E12314093,12.0,12.9,12.8,12.8,14.2,0.9,0.8,0.8,2.2,0.8,2.2,0.1,0.0,-1.4,-1.4,-1.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.5793,0.0,0.0,0.35,0.0,0.116667,0.883333,small_raise
Q4,E12314141,6.0,5.0,4.7,4.7,4.7,-1.0,-1.3,-1.3,-1.3,1.3,1.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.22,0.3,0.25,0.3,0.283333,0.716667,reject_raise
Q4,E12314165,8.0,12.0,11.7,11.7,11.7,4.0,3.7,3.7,3.7,3.7,3.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change
Q4,E12314133,14.0,14.5,13.7,13.7,13.7,0.5,-0.3,-0.3,-0.3,0.3,0.3,0.2,0.0,0.0,0.0,0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.6236,0.22,0.2,0.375,0.2,0.258333,0.741667,reject_lower
Q4,E12314173,9.0,9.0,11.3,11.3,11.3,0.0,2.3,2.3,2.3,2.3,2.3,-2.3,0.0,0.0,0.0,-2.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.6997,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise
Q4,E12314169,14.0,11.0,12.0,12.0,12.0,-3.0,-2.0,-2.0,-2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8165,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
Q4,E12314177,12.0,12.0,12.7,12.7,12.7,0.0,0.7,0.7,0.7,0.7,0.7,-0.7,0.0,0.0,0.0,-0.7,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_raise
Q4,E12314189,16.0,16.0,15.0,15.0,13.0,0.0,-1.0,-1.0,-3.0,1.0,3.0,-1.0,0.0,-2.0,-2.0,-3.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8165,0.0,0.0,0.5,0.0,0.166667,0.833333,large_lower
Q4,E12314193,6.0,7.5,6.5,6.5,6.5,1.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.22,0.3,0.375,0.3,0.325,0.675,reject_raise
Q4,E12314201,12.0,5.0,5.3,5.3,5.3,-7.0,-6.7,-6.7,-6.7,6.7,6.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,reject_raise
Q4,E12314185,15.0,17.0,16.7,16.7,16.7,2.0,1.7,1.7,1.7,1.7,1.7,0.3,0.0,0.0,0.0,0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change
Q4,E12314213,8.0,6.0,6.0,6.0,6.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.22,0.3,0.0,0.3,0.2,0.8,keep_minor_change
Q4,E12314221,6.0,4.0,4.0,4.0,4.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.44,0.4,0.0,0.55,0.316667,0.683333,keep_minor_change
Q4,WA2324049,20.0,14.0,13.7,13.7,10.7,-6.0,-6.3,-6.3,-9.3,6.3,9.3,-0.3,0.0,-3.0,-3.0,-3.3,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,auto_small_lower
Q4,E12314217,19.0,17.5,16.3,16.3,16.3,-1.5,-2.7,-2.7,-2.7,2.7,2.7,-1.2,0.0,0.0,0.0,-1.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8498,0.11,0.1,0.5,0.1,0.233333,0.766667,reject_raise
Q5,E01914115,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E01914290,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E01914214,8.0,1.0,0.3,0.3,0.3,-7.0,-7.7,-7.7,-7.7,7.7,7.7,-0.7,0.0,0.0,0.0,-0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.333333,0.0,0.111111,0.888889,keep_minor_change
Q5,E02014181,0.0,12.0,12.2,12.2,12.2,12.0,12.2,12.2,12.2,12.2,12.2,-0.2,0.0,0.0,0.0,-0.2,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.166667,0.0,0.055556,0.944444,keep_minor_change
Q5,E12214006,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
Q5,E12214023,10.0,3.0,3.7,3.7,3.7,-7.0,-6.3,-6.3,-6.3,6.3,6.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.666667,0.0,0.222222,0.777778,reject_lower
Q5,E12214075,15.0,15.0,14.0,14.0,14.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8165,0.0,0.0,0.666667,0.0,0.222222,0.777778,reject_raise
