question,student_id,teacher_score,model_avg_score,selected_baseline_score,final_calibrated_score,diff_final_minus_teacher,abs_error,route,blank_rate,unwritten_count,boundary_action,baseline_policy,facts_brief,diagnosis
Q2,E12314101_Q2,0.0,0.0,0,0.0,0.0,0.0,BND,1.0,0,keep_minor_change,model_avg,"{""1"": ""未书写"", ""2"": ""未书写"", ""3"": ""未书写"", ""4"": ""未书写"", ""5"": ""未书写"", ""6"": ""未书写"", ""7-1"": ""未书写"", ""7-2"": ""未书写"", ""7-3"": ""未书写""}",within_2;high_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q2,E12314149_Q2,20.0,20.0,20.0,20.0,0.0,0.0,POS,0.0,0,,model_avg,"{""1"": ""A＞D＞C＞E＞B"", ""2"": ""11111"", ""3"": ""01000"", ""4"": ""01101"", ""5"": ""01111"", ""6"": ""01001"", ""7-1"": ""A→C→B"", ""7-2"": ""D→E"", ""7-3"": ""处理完D级后返回C级，处理完C级后返回B级""}",within_2
Q2,WA2324049_Q2,20.0,20.0,20.0,20.0,0.0,0.0,POS,0.0,0,,model_avg,"{""1"": ""A>D>C>E>B"", ""2"": ""11111"", ""3"": ""01000"", ""4"": ""01101"", ""5"": ""01111"", ""6"": ""01001"", ""7-1"": ""A先处理，随后B、C处理"", ""7-2"": ""D先处理，随后E处理"", ""7-3"": ""处理完D级后返回C级处理，处理完C级后返回B级处理""}",within_2
Q3,E12314217_Q3,10.0,2.7,2.7,2.7,-7.3,7.3,BND,0.17,0,reject_lower,model_avg,"{""item_1_1"": ""8E"", ""item_1_2"": ""未书写"", ""item_1_3"": ""没有发生溢出"", ""item_2_1"": ""137"", ""item_2_2"": ""137"", ""item_2_3"": ""没有发生溢出""}",severe_underestimate;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_reject_lower
Q3,E12214023_Q3,8.0,1.0,1.0,1.0,-7.0,7.0,BND,0.67,0,keep_minor_change,model_avg,"{""item_1_1"": ""8AH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""未书写"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未书写""}",severe_underestimate;high_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314065_Q3,7.0,0.0,0,0.0,-7.0,7.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""BEH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""E2H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314177_Q3,7.0,0.0,0,0.0,-7.0,7.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8DH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未溢出"", ""item_2_1"": ""EBH"", ""item_2_2"": ""未书写"", ""item_2_3"": ""溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12214098_Q3,9.0,2.3,2.3,2.3,-6.7,6.7,BND,0.5,0,reject_raise,model_avg,"{""item_1_1"": ""0E"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未书写"", ""item_2_1"": ""B7"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;high_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_reject_raise
Q3,E12314029_Q3,9.0,2.7,2.7,2.7,-6.3,6.3,BND,0.33,0,reject_raise,model_avg,"{""item_1_1"": ""0E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_reject_raise
Q3,E01914115_Q3,8.0,2.0,2.0,2.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""(118)₁₆"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""(E5)₁₆"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12214171_Q3,8.0,2.0,2.0,2.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""01011110"", ""item_1_2"": ""未书写"", ""item_1_3"": ""溢出"", ""item_2_1"": ""10000000"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314009_Q3,7.0,1.0,1.0,1.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""DEH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B6H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314073_Q3,6.0,0.0,0,0.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""F2H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""结果未发生溢出"", ""item_2_1"": ""C9H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""结果发生溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314113_Q3,6.0,0.0,0,0.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""3E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""37 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314125_Q3,7.0,1.0,1.0,1.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""0D H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""有溢出"", ""item_2_1"": ""17H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314145_Q3,7.0,1.0,1.0,1.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""F2H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生了溢出"", ""item_2_1"": ""C9H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314153_Q3,8.0,2.0,2.0,2.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""F0000072H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""000001B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314221_Q3,7.0,1.0,1.0,1.0,-6.0,6.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""90H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""A7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12214091_Q3,8.0,2.3,2.3,2.3,-5.7,5.7,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""1110 1110"", ""item_1_2"": ""未书写"", ""item_1_3"": ""OF溢出"", ""item_2_1"": ""101 0111"", ""item_2_2"": ""未书写"", ""item_2_3"": ""不溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12214107_Q3,9.0,3.7,3.7,3.7,-5.3,5.3,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""86H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""该结果发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""该结果未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314041_Q3,9.0,3.7,3.7,3.7,-5.3,5.3,BND,0.33,0,reject_raise,model_avg,"{""item_1_1"": ""F6H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""结果溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""结果未溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_reject_raise
Q3,E12314165_Q3,9.0,3.7,3.7,3.7,-5.3,5.3,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""0000 0000"", ""item_1_2"": ""未书写"", ""item_1_3"": ""OE hi."", ""item_2_1"": ""B7 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""?F=0.""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;q3_major_lenient_gap;bnd_no_effect;gate_keep_minor_change
Q3,E12314033_Q3,9.0,4.0,4.0,4.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""0EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314037_Q3,8.0,3.0,3.0,3.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""不会发生溢出"", ""item_2_1"": ""BFH"", ""item_2_2"": ""未书写"", ""item_2_3"": ""没有溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314053_Q3,9.0,4.0,4.0,4.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8E14"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314081_Q3,7.0,2.0,2.0,2.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""5E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""结果发生溢出"", ""item_2_1"": ""B2 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12314089_Q3,9.0,4.0,4.0,4.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""0EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314105_Q3,9.0,4.0,4.0,4.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8FH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314121_Q3,8.0,3.0,3.0,3.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""E4 (H)"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7 (H)"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314137_Q3,9.0,4.0,4.0,4.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""丝溢出"", ""item_2_1"": ""63H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314157_Q3,7.0,2.0,2.0,2.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""E2H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""有溢出"", ""item_2_1"": ""99H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""无溢出""}",severe_underestimate;medium_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12314185_Q3,9.0,4.0,4.0,4.0,-5.0,5.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""0E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314117_Q3,7.0,2.7,2.7,2.7,-4.3,4.3,BND,0.33,0,reject_raise,model_avg,"{""item_1_1"": ""10001110"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""10101101"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;bnd_no_effect;gate_reject_raise
Q3,E12314213_Q3,6.0,1.7,1.7,1.7,-4.3,4.3,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""11110010"", ""item_1_2"": ""未书写"", ""item_1_3"": ""不会溢出"", ""item_2_1"": ""110110111"", ""item_2_2"": ""未书写"", ""item_2_3"": ""会溢出""}",severe_underestimate;medium_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12214075_Q3,9.0,5.0,5.0,5.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""B7 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314005_Q3,10.0,6.0,6.0,6.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314013_Q3,9.0,5.0,5.0,5.0,-4.0,4.0,BND,0.0,0,keep_minor_change,model_avg,"{""item_1_1"": ""86H"", ""item_1_2"": ""-122"", ""item_1_3"": ""不溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""-73"", ""item_2_3"": ""无溢出""}",severe_underestimate;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314025_Q3,9.0,4.3,5.0,5.0,-4.0,4.0,BND,0.33,0,keep_minor_change,upper_consensus_undercredit,"{""item_1_1"": ""8E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未溢出"", ""item_2_1"": ""B7 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;gate_keep_minor_change
Q3,E12314049_Q3,9.0,5.0,5.0,5.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""无溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""无溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314077_Q3,9.0,5.0,5.0,5.0,-4.0,4.0,BND,0.5,0,keep_minor_change,model_avg,"{""item_1_1"": ""8E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未书写""}",severe_underestimate;high_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314085_Q3,8.0,4.0,4.0,4.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""10001110"", ""item_1_2"": ""未书写"", ""item_1_3"": ""OF=1，发生溢出"", ""item_2_1"": ""01100111"", ""item_2_2"": ""未书写"", ""item_2_3"": ""OF=0，未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314097_Q3,7.0,3.0,3.0,3.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""144H 1000441"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12314169_Q3,10.0,6.0,6.0,6.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""0x8E"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""0xB7"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314173_Q3,8.0,4.0,4.0,4.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314181_Q3,6.0,2.0,2.0,2.0,-4.0,4.0,BND,0.67,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未书写"", ""item_2_1"": ""A6H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未书写""}",severe_underestimate;high_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12314189_Q3,10.0,6.0,6.0,6.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314193_Q3,8.0,4.0,4.0,4.0,-4.0,4.0,BND,0.17,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""-118"", ""item_1_3"": ""未书写"", ""item_2_1"": ""187H"", ""item_2_2"": ""-73"", ""item_2_3"": ""发生上溢""}",severe_underestimate;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314201_Q3,9.0,5.0,5.0,5.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8EH"", ""item_1_2"": ""未书写"", ""item_1_3"": ""没有溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""没有溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,WA2324049_Q3,10.0,6.0,6.0,6.0,-4.0,4.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""8E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未溢出""}",severe_underestimate;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12214062_Q3,8.0,4.3,4.3,4.3,-3.7,3.7,BND,0.5,0,reject_lower,model_avg,"{""item_1_1"": ""8E H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未书写"", ""item_2_1"": ""B7 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""发生溢出""}",severe_underestimate;high_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_reject_lower
Q3,E01914214_Q3,6.0,3.0,3.0,3.0,-3.0,3.0,BND,0.5,0,keep_minor_change,model_avg,"{""item_1_1"": ""10001110"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""11110111"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未书写""}",severe_underestimate;high_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12314021_Q3,7.0,4.0,4.0,4.0,-3.0,3.0,BND,0.17,0,keep_minor_change,model_avg,"{""item_1_1"": ""72H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""10110111H"", ""item_2_2"": ""-73"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;bnd_no_effect;gate_keep_minor_change
Q3,E12314061_Q3,9.0,5.3,6.0,6.0,-3.0,3.0,BND,0.0,0,reject_raise,upper_consensus_undercredit,"{""item_1_1"": ""8EH"", ""item_1_2"": ""-114"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""-72"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;teacher_lenient_core_result_credit_not_modeled;gate_reject_raise
Q3,E12314069_Q3,3.0,0.0,0,0.0,-3.0,3.0,BND,0.0,0,keep_minor_change,model_avg,"{""item_1_1"": ""00001110"", ""item_1_2"": ""-114"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""字迹模糊"", ""item_2_2"": ""字迹模糊"", ""item_2_3"": ""字迹模糊""}",severe_underestimate;bnd_no_effect;gate_keep_minor_change
Q3,E12314093_Q3,8.0,5.0,5.0,5.0,-3.0,3.0,BND,0.0,0,keep_minor_change,model_avg,"{""item_1_1"": ""8AHC"", ""item_1_2"": ""-120"", ""item_1_3"": ""结果溢出"", ""item_2_1"": ""B7H"", ""item_2_2"": ""-73"", ""item_2_3"": ""结果溢出""}",severe_underestimate;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314129_Q3,5.0,2.0,2.0,2.0,-3.0,3.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""-7C H"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生了溢出"", ""item_2_1"": ""196 H"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;medium_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12314133_Q3,7.0,3.7,4.0,4.0,-3.0,3.0,BND,0.33,0,keep_minor_change,upper_consensus_undercredit,"{""item_1_1"": ""1000 1110"", ""item_1_2"": ""未书写"", ""item_1_3"": ""无溢出，因为双符号位两位相等。OF=0"", ""item_2_1"": ""111 1000 01 11 011011"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未溢出 OF=0""}",severe_underestimate;medium_extraction_blank;gate_keep_minor_change
Q3,E12314161_Q3,4.0,1.0,1.0,1.0,-3.0,3.0,BND,0.67,0,keep_minor_change,model_avg,"{""item_1_1"": ""1111 0010"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""未书写"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未书写""}",severe_underestimate;high_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12314045_Q3,10.0,7.0,7.0,7.7,-2.3,2.3,BND,0.0,0,small_raise,model_avg,"{""item_1_1"": ""8E H"", ""item_1_2"": ""-73"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""B7 H"", ""item_2_2"": ""-73"", ""item_2_3"": ""未发生溢出""}",severe_underestimate;gate_small_raise
Q3,E01914290_Q3,7.0,5.0,5.0,5.0,-2.0,2.0,BND,0.0,0,keep_minor_change,model_avg,"{""item_1_1"": ""1111 0010"", ""item_1_2"": ""-114"", ""item_1_3"": ""无溢出"", ""item_2_1"": ""1011 0111"", ""item_2_2"": ""-73"", ""item_2_3"": ""无溢出""}",within_2;bnd_no_effect;gate_keep_minor_change
Q3,E12314149_Q3,8.0,6.0,6.0,6.0,-2.0,2.0,BND,0.33,0,keep_minor_change,model_avg,"{""item_1_1"": ""1000 1110"", ""item_1_2"": ""未书写"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""1011 0111"", ""item_2_2"": ""未书写"", ""item_2_3"": ""未发生溢出""}",within_2;medium_extraction_blank;teacher_lenient_core_result_credit_not_modeled;bnd_no_effect;gate_keep_minor_change
Q3,E12314141_Q3,8.0,6.0,6.0,6.7,-1.3,1.3,BND,0.0,0,auto_small_raise,model_avg,"{""item_1_1"": ""11100110"", ""item_1_2"": ""-114"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""10110111"", ""item_2_2"": ""-73"", ""item_2_3"": ""未溢出""}",within_2;gate_auto_small_raise
Q3,E12314101_Q3,0.0,1.0,1.0,1.0,1.0,1.0,BND,0.67,0,keep_minor_change,model_avg,"{""item_1_1"": ""未书写"", ""item_1_2"": ""未书写"", ""item_1_3"": ""不发生溢出"", ""item_2_1"": ""未书写"", ""item_2_2"": ""未书写"", ""item_2_3"": ""不发生溢出""}",within_2;high_extraction_blank;bnd_no_effect;gate_keep_minor_change
Q3,E12214212_Q3,6.0,4.3,5.0,5.7,-0.3,0.3,BND,0.0,0,auto_small_raise,upper_consensus_undercredit,"{""item_1_1"": ""8E H"", ""item_1_2"": ""-114"", ""item_1_3"": ""未发生溢出"", ""item_2_1"": ""B9 H"", ""item_2_2"": ""-73"", ""item_2_3"": ""未发生溢出""}",within_2;gate_auto_small_raise
Q3,E12314205_Q3,8.0,7.0,7.0,7.7,-0.3,0.3,BND,0.0,0,auto_small_raise,model_avg,"{""item_1_1"": ""[X-2y]补=10001110"", ""item_1_2"": ""-114"", ""item_1_3"": ""发生溢出"", ""item_2_1"": ""[(x÷4)+2z]补=10…1111"", ""item_2_2"": ""-73"", ""item_2_3"": ""未发生溢出""}",within_2;gate_auto_small_raise
