qid,student_id,teacher,single_first_score,model_avg_score,final_3wd_score,single_diff,avg_diff,final_diff,single_abs_error,avg_abs_error,final_abs_error,avg_gain_vs_single,final_gain_vs_avg,final_gain_vs_single,route,gate_action,gate_accepted,a3_reason,hard_neg_reasons,mu,risk,blank_rate,std_dev,score_spread,fatal_points_ratio,result_correctness_signal,result_strong_signal,method_evidence_signal,lenient_undercredit_signal,unsupported_high_score_risk,bare_answer_risk,rules,boundary_gate_reason,diagnosis
Q7,E12214023_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12214062_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E02014181_Q7,2.0,6.0,5.3,5.3,4.0,3.3,3.3,4.0,3.3,3.3,0.7,0.0,0.7,BND,reject_raise,False,high_confidence_lenient_undercredit_review,,0.852525,0.147475,0.0,0.9428,2.0,0.3667,0.5,0.5,0.6,0.0971,0.0,0.2,lenient_undercredit_review|stable_undercredit_review,raise_without_sufficient_undercredit_evidence,serious_error;over_estimation;3wd_unchanged;bnd_no_change;teacher_low_model_high
Q7,E12214091_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12214098_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12214075_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12214171_Q7,10.0,9.5,9.5,9.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12214212_Q7,0.0,8.0,8.2,8.2,8.0,8.2,8.2,8.0,8.2,8.2,-0.2,0.0,-0.2,POS,NO_GATE,,confidence_ge_alpha,,0.954813,0.045187,0.0,0.6236,1.5,0.0667,1.0,0.5,1.0,0.0353,0.0,0.0,,,serious_error;over_estimation;3wd_unchanged;pos_missed_error;teacher_low_model_high
Q7,E12314005_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12214107_Q7,10.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,3.0,3.0,3.0,0.0,0.0,0.0,BND,keep_minor_change,False,high_confidence_weak_result_high_score_review,,0.91,0.09,0.0,0.0,0.0,0.3,0.5,0.5,0.6,0.0474,0.14,0.2,weak_result_high_score_review|direct_only_high_score_risk,minor_candidate_delta,serious_error;under_estimation;3wd_unchanged;bnd_no_change
Q7,E12314009_Q7,8.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314013_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314017_Q7,10.0,9.4,9.8,9.8,-0.6,-0.2,-0.2,0.6,0.2,0.2,0.4,0.0,0.4,POS,NO_GATE,,confidence_ge_alpha,,0.986758,0.013242,0.0,0.2828,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314025_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314021_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314029_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314033_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314037_Q7,8.0,7.0,6.7,6.7,-1.0,-1.3,-1.3,1.0,1.3,1.3,-0.3,0.0,-0.3,BND,keep_minor_change,False,high_confidence_lenient_undercredit_review,,0.927929,0.072071,0.0,0.4714,1.0,0.1,1.0,0.0,1.0,0.2044,0.0,0.0,lenient_undercredit_review,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314041_Q7,8.0,6.0,6.0,6.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,BND,keep_minor_change,False,high_confidence_stable_undercredit_review,,0.9,0.1,0.2,0.0,0.0,0.2,0.5,0.5,0.4,0.0547,0.0,0.3,stable_undercredit_review|direct_only_high_score_risk,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314049_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314053_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314045_Q7,10.0,8.0,9.3,9.3,-2.0,-0.7,-0.7,2.0,0.7,0.7,1.3,0.0,1.3,POS,NO_GATE,,confidence_ge_alpha,,0.925858,0.074142,0.2,0.9428,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314061_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314057_Q7,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,keep_minor_change,False,high_confidence_weak_result_high_score_review,,0.93,0.07,0.0,0.0,0.0,0.2,0.5,0.5,0.6,0.0164,0.16,0.2,weak_result_high_score_review|direct_only_high_score_risk,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314069_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314065_Q7,7.0,3.0,3.3,3.3,-4.0,-3.7,-3.7,4.0,3.7,3.7,0.3,0.0,0.3,POS,NO_GATE,,confidence_ge_alpha,,0.867929,0.132071,0.6,0.4714,1.0,0.1,0.25,0.25,0.4,0.059,0.0,0.15,,,serious_error;under_estimation;3wd_unchanged;pos_missed_error;teacher_high_model_low;blank_or_extraction_related_low
Q7,E12314073_Q7,10.0,9.5,9.5,9.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314081_Q7,10.0,9.5,9.8,9.8,-0.5,-0.2,-0.2,0.5,0.2,0.2,0.3,0.0,0.3,POS,NO_GATE,,confidence_ge_alpha,,0.988965,0.011035,0.0,0.2357,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314077_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314085_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314093_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314089_Q7,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,BND,keep_minor_change,False,beta_lt_confidence_lt_alpha,,0.825,0.175,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314101_Q7,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,0.87,0.13,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314097_Q7,5.0,7.0,6.7,6.7,2.0,1.7,1.7,2.0,1.7,1.7,0.3,0.0,0.3,BND,keep_minor_change,False,high_confidence_direct_only_high_score_review,,0.887929,0.112071,0.0,0.4714,1.0,0.3,0.5,0.5,0.4,0.0474,0.0,0.3,direct_only_high_score_risk,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314105_Q7,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,keep_minor_change,False,high_confidence_weak_result_high_score_review,,0.901086,0.098914,0.0,0.8165,2.0,0.1333,0.5,0.5,0.6,0.0164,0.16,0.2,weak_result_high_score_review|direct_only_high_score_risk,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314109_Q7,8.0,7.0,7.0,7.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,BND,keep_minor_change,False,high_confidence_lenient_undercredit_review,,0.95,0.05,0.0,0.0,0.0,0.1,1.0,0.0,1.0,0.1703,0.0,0.0,lenient_undercredit_review,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314117_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314113_Q7,4.0,8.0,8.3,7.3,4.0,4.3,3.3,4.0,4.3,3.3,-0.3,1.0,0.7,BND,large_lower,True,high_confidence_weak_result_high_score_review,,0.944596,0.055404,0.0,0.4714,1.0,0.1667,0.5,0.5,0.6,0.0066,0.166,0.2,weak_result_high_score_review|direct_only_high_score_risk,strong_unsupported_high_score_evidence,serious_error;over_estimation;3wd_improved;bnd_changed
Q7,E12314121_Q7,8.0,7.5,7.7,7.7,-0.5,-0.3,-0.3,0.5,0.3,0.3,0.2,0.0,0.2,BND,keep_minor_change,False,high_confidence_weak_result_high_score_review,,0.918964,0.081035,0.0,0.2357,0.5,0.2,0.5,0.5,0.6,0.0263,0.154,0.2,weak_result_high_score_review|direct_only_high_score_risk,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314125_Q7,10.0,8.7,8.7,8.7,-1.3,-1.3,-1.3,1.3,1.3,1.3,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,0.98,0.02,0.0,0.0,0.0,0.1,0.75,0.75,0.8,0.0,0.1305,0.15,,,3wd_unchanged
Q7,E12314129_Q7,2.0,7.0,6.7,6.7,5.0,4.7,4.7,5.0,4.7,4.7,0.3,0.0,0.3,BND,keep_minor_change,False,high_confidence_direct_only_high_score_review,,0.918964,0.081035,0.0,0.2357,0.5,0.2,0.5,0.5,0.6,0.0591,0.0,0.2,direct_only_high_score_risk,minor_candidate_delta,serious_error;over_estimation;3wd_unchanged;bnd_no_change;teacher_low_model_high
Q7,E12314137_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314133_Q7,0.0,9.0,8.9,8.9,9.0,8.9,8.9,9.0,8.9,8.9,0.1,0.0,0.1,POS,NO_GATE,,confidence_ge_alpha,,0.973379,0.026621,0.0,0.1414,0.3,0.1,0.75,0.75,0.8,0.0,0.1335,0.15,,,serious_error;over_estimation;3wd_unchanged;pos_missed_error;teacher_low_model_high
Q7,E12314141_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314149_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314145_Q7,6.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,0.93,0.07,0.0,0.0,0.0,0.2,0.75,0.75,0.6,0.0246,0.24,0.3,,,3wd_unchanged
Q7,E12314157_Q7,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,keep_minor_change,False,high_confidence_weak_result_high_score_review,,0.94,0.06,0.2,0.0,0.0,0.0,0.5,0.5,0.6,0.0176,0.16,0.2,weak_result_high_score_review|direct_only_high_score_risk,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314153_Q7,5.0,7.0,7.3,6.3,2.0,2.3,1.3,2.0,2.3,1.3,-0.3,1.0,0.7,BND,large_lower,True,high_confidence_weak_result_high_score_review,,0.894596,0.105404,0.0,0.4714,1.0,0.2667,0.5,0.5,0.4,0.0316,0.219,0.3,weak_result_high_score_review|direct_only_high_score_risk,strong_unsupported_high_score_evidence,3wd_improved;bnd_changed
Q7,E12314165_Q7,10.0,10.0,9.8,9.8,0.0,-0.2,-0.2,0.0,0.2,0.2,-0.2,0.0,-0.2,POS,NO_GATE,,confidence_ge_alpha,,0.988965,0.011035,0.0,0.2357,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314161_Q7,8.0,5.0,6.0,6.0,-3.0,-2.0,-2.0,3.0,2.0,2.0,1.0,0.0,1.0,BND,reject_raise,False,high_confidence_stable_undercredit_review,,0.861086,0.138914,0.0,0.8165,2.0,0.3333,0.5,0.5,0.6,0.0759,0.0,0.2,stable_undercredit_review,raise_without_sufficient_undercredit_evidence,3wd_unchanged;bnd_no_change
Q7,E12314169_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314177_Q7,6.0,9.0,8.8,8.8,3.0,2.8,2.8,3.0,2.8,2.8,0.2,0.0,0.2,POS,NO_GATE,,confidence_ge_alpha,,0.968965,0.031036,0.0,0.2357,0.5,0.1,0.75,0.75,0.8,0.0,0.132,0.15,,,serious_error;over_estimation;3wd_unchanged;pos_missed_error
Q7,E12314185_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314181_Q7,10.0,7.0,8.3,8.3,-3.0,-1.7,-1.7,3.0,1.7,1.7,1.3,0.0,1.3,BND,reject_raise,False,high_confidence_weak_result_high_score_review,,0.935858,0.064142,0.0,0.9428,2.0,0.1,0.75,0.25,0.8,0.0136,0.1245,0.15,weak_result_high_score_review,raise_without_sufficient_undercredit_evidence,3wd_unchanged;bnd_no_change
Q7,E12314189_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314193_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314201_Q7,10.0,10.0,9.8,9.8,0.0,-0.2,-0.2,0.0,0.2,0.2,-0.2,0.0,-0.2,POS,NO_GATE,,confidence_ge_alpha,,0.988965,0.011035,0.0,0.2357,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314205_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314213_Q7,5.0,5.0,5.2,5.2,0.0,0.2,0.2,0.0,0.2,0.2,-0.2,0.0,-0.2,BND,keep_minor_change,False,high_confidence_stable_undercredit_review,,0.885631,0.114369,0.0,0.2357,0.5,0.3667,0.5,0.0,0.4,0.0668,0.0,0.3,stable_undercredit_review|direct_only_high_score_risk,minor_candidate_delta,3wd_unchanged;bnd_no_change
Q7,E12314217_Q7,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,NO_GATE,,confidence_ge_alpha,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314221_Q7,8.0,8.0,8.3,7.3,0.0,0.3,-0.7,0.0,0.3,0.7,-0.3,-0.4,-0.7,BND,large_lower,True,high_confidence_weak_result_high_score_review,,0.951262,0.048738,0.0,0.4714,1.0,0.1333,0.5,0.5,0.6,0.0066,0.166,0.2,weak_result_high_score_review|direct_only_high_score_risk,strong_unsupported_high_score_evidence,3wd_worsened;bnd_changed
Q7,WA2324049_Q7,9.0,10.0,9.8,9.8,1.0,0.8,0.8,1.0,0.8,0.8,0.2,0.0,0.2,POS,NO_GATE,,confidence_ge_alpha,,0.988965,0.011035,0.0,0.2357,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,3wd_unchanged
Q7,E12314209_Q7,5.0,6.7,5.2,5.2,1.7,0.2,0.2,1.7,0.2,0.2,1.5,0.0,1.5,BND,reject_raise,False,high_confidence_stable_undercredit_review,,0.832781,0.167219,0.0,1.1146,2.7,0.4,0.5,0.0,0.4,0.0668,0.0,0.3,stable_undercredit_review|direct_only_high_score_risk,raise_without_sufficient_undercredit_evidence,3wd_unchanged;bnd_no_change
